ip;city;region;country;loc;org;timezone;hostname;postal;error
86.98.61.133;Jebel Ali;Dubai;AE;25.0025,55.1081;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-86-98-61-133.alshamil.net.ae;08211 66315;
103.121.57.218;Dehra Dūn;Uttarakhand;IN;30.3244,78.0339;AS137660 Doonbroadband Private Limited;Asia/Kolkata;;248001;
2.50.131.117;Al Ain City;Abu Dhabi;AE;24.1917,55.7606;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-131-117.alshamil.net.ae;50615 27441;
89.237.152.2;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS29255 Etihad Etisalat, a joint stock company;Asia/Riyadh;static-89-237-152.mobily.com.sa;;
43.225.25.49;Hyderābād;Telangana;IN;17.3840,78.4564;AS150008 Pioneer Elabs Ltd.;Asia/Kolkata;static-43-225-25-49.ctrls.in;500001;
144.24.214.14;Jeddah;Mecca Region;SA;21.4901,39.1862;AS31898 Oracle Corporation;Asia/Riyadh;;;
217.165.219.227;Ajman City;Ajman;AE;25.4018,55.4788;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-219-227.alshamil.net.ae;32998 00675;
5.42.245.54;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35753 Integrated Telecom Co. Ltd;Asia/Riyadh;;;
93.112.5.114;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
59.95.100.8;Anand;Gujarat;IN;22.5525,72.9552;AS9829 National Internet Backbone;Asia/Kolkata;;388345;
139.64.6.218;Dammam;Eastern Province;SA;26.4344,50.1033;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
151.253.233.138;Musaffah;Abu Dhabi;AE;24.3589,54.4827;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;;
151.253.32.100;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
45.118.183.108;Bengaluru;Karnataka;IN;12.9719,77.5937;AS132717 NxtGen Datacenter & Cloud Technologies Pvt. Ltd.;Asia/Kolkata;;562114;
93.189.96.125;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS30815 Detecon Al Saudia Co. Ltd.;Asia/Riyadh;;;
182.77.57.157;Gurugram;Haryana;IN;28.4601,77.0263;AS24560 Bharti Airtel Ltd., Telemedia Services;Asia/Kolkata;abts-del-dynamic-157.57.77.182.airtelbroadband.in;122004;
217.165.23.101;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-23-101.alshamil.net.ae;28506 74783;
114.143.52.250;Mumbai;Maharashtra;IN;19.0728,72.8826;AS17762 Tata Teleservices Maharashtra Ltd;Asia/Kolkata;static-250.52.143.114-tataidc.co.in;400017;
86.51.147.10;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35819 Etihad Etisalat, a joint stock company;Asia/Riyadh;static-86-51-147-10.mobily.com.sa;;
5.195.145.221;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
86.98.25.178;Sharjah;Sharjah;AE;25.3374,55.4121;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-86-98-25-178.alshamil.net.ae;37502 99086;
136.232.56.90;Saint Thomas Mount;Tamil Nadu;IN;13.0033,80.1961;AS55836 Reliance Jio Infocomm Limited;Asia/Kolkata;;600088;
94.203.142.173;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
176.45.91.76;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
45.119.59.237;Pimpri;Maharashtra;IN;18.6229,73.8070;AS132770 Gazon Communications India Limited;Asia/Kolkata;;412303;
117.217.126.193;Surat;Gujarat;IN;21.1959,72.8302;AS9829 National Internet Backbone;Asia/Kolkata;;395005;
37.245.71.77;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
122.160.113.84;Kolkata;West Bengal;IN;22.5626,88.3630;AS24560 Bharti Airtel Ltd., Telemedia Services;Asia/Kolkata;abts-north-static-084.113.160.122.airtelbroadband.in;700001;
180.188.253.67;Ludhiāna;Punjab;IN;30.9120,75.8538;AS133661 Netplus Broadband Services Private Limited;Asia/Kolkata;;141120;
37.224.118.125;Jeddah;Mecca Region;SA;21.4901,39.1862;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
37.216.232.2;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35819 Etihad Etisalat, a joint stock company;Asia/Riyadh;;;
37.224.12.229;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
94.200.106.146;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
5.42.247.230;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35753 Integrated Telecom Co. Ltd;Asia/Riyadh;;;
176.44.108.167;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
217.165.136.79;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-136-79.alshamil.net.ae;28506 74783;
83.110.6.79;Sharjah;Sharjah;AE;25.3374,55.4121;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-6-79.alshamil.net.ae;37502 99086;
2.50.16.154;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-16-154.alshamil.net.ae;;
216.48.189.134;Delhi;Delhi;IN;28.6519,77.2315;AS132420 282, Sector 19;Asia/Kolkata;e2e-106-134.ssdcloudindia.net;110001;
123.201.108.144;Ahmedabad;Gujarat;IN;23.0258,72.5873;AS18207 YOU Broadband & Cable India Ltd.;Asia/Kolkata;144-108-201-123.static.youbroadband.in;380001;
212.12.178.90;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS29684 Nour Internet Company for Communications and Information Technology Ltd.;Asia/Riyadh;;;
122.15.253.213;Delhi;Delhi;IN;28.6519,77.2315;AS55410 Vodafone Idea Ltd;Asia/Kolkata;;110001;
183.82.107.124;Hyderābād;Telangana;IN;17.3840,78.4564;AS18209 Atria Convergence Technologies Ltd.,;Asia/Kolkata;183.82.107.124.actcorp.in;500001;
91.73.203.10;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
217.165.32.255;Bani Yas City;Abu Dhabi;AE;24.3098,54.6294;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-32-255.alshamil.net.ae;;
185.203.110.66;Khobar;Eastern Province;SA;26.2794,50.2083;AS212889 Maintenance of Network & information Technology Company LLC;Asia/Riyadh;;;
87.101.149.114;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35753 Integrated Telecom Co. Ltd;Asia/Riyadh;;;
144.86.2.43;Dammam;Eastern Province;SA;26.4344,50.1033;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
91.74.255.74;Bur Dubai;Dubai;AE;25.2604,55.2989;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;27690 94941;
94.49.35.47;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
83.110.97.128;Ras Al Khaimah City;Raʼs al Khaymah;AE;25.7895,55.9432;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-97-128.alshamil.net.ae;33206 01003;
14.97.95.82;Bengaluru;Karnataka;IN;12.9719,77.5937;AS45820 Tata Teleservices ISP AS;Asia/Kolkata;puravankara.com;562114;
103.175.171.149;Pune;Maharashtra;IN;18.5196,73.8554;AS138311 Limerick Technologies Pvt. Ltd.;Asia/Kolkata;;411001;
217.165.66.34;Al Ain City;Abu Dhabi;AE;24.1917,55.7606;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-66-34.alshamil.net.ae;50615 27441;
83.110.92.20;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-92-20.alshamil.net.ae;;
217.165.249.117;Bur Dubai;Dubai;AE;25.2604,55.2989;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-249-117.alshamil.net.ae;27690 94941;
2.50.23.230;Sharjah;Sharjah;AE;25.3374,55.4121;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-23-230.alshamil.net.ae;37502 99086;
175.110.254.218;Ta’if;Mecca Region;SA;21.2703,40.4158;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
80.90.95.154;Tirana;Tirana;AL;41.3275,19.8189;AS35444 Digicom SHPK;Europe/Tirane;ip-80-90-95-154.digicom.al;1700;
109.69.0.141;Tirana;Tirana;AL;41.3275,19.8189;AS21183 Vodafone Albania Sh.A.;Europe/Tirane;ptr.abcom.al;1700;
79.106.23.155;Tirana;Tirana;AL;41.3275,19.8189;AS42313 ONE ALBANIA SH.A.;Europe/Tirane;;1700;
188.54.169.246;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
182.70.246.3;Bhopāl;Madhya Pradesh;IN;23.2547,77.4029;AS24560 Bharti Airtel Ltd., Telemedia Services;Asia/Kolkata;abts-mp-dynamic-003.246.70.182.airtelbroadband.in;464993;
103.1.180.194;Suva;Central;FJ;-18.1368,178.4253;AS45355 Digicel Fiji Limited;Pacific/Fiji;;;
217.165.14.123;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-14-123.alshamil.net.ae;28506 74783;
88.209.160.140;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS30815 Detecon Al Saudia Co. Ltd.;Asia/Riyadh;;;
103.1.181.246;Suva;Central;FJ;-18.1368,178.4253;AS45355 Digicel Fiji Limited;Pacific/Fiji;;;
93.112.7.191;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
83.110.156.82;Ajman City;Ajman;AE;25.4018,55.4788;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-156-82.alshamil.net.ae;32998 00675;
212.12.168.19;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS29684 Nour Internet Company for Communications and Information Technology Ltd.;Asia/Riyadh;;;
2.50.181.245;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-181-245.alshamil.net.ae;;
77.240.86.251;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS42943 Dar Al-Mustawred Trading Group Limited;Asia/Riyadh;;;
91.74.44.113;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
37.224.13.233;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
87.101.205.250;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35753 Integrated Telecom Co. Ltd;Asia/Riyadh;;;
88.213.67.38;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS34397 Middle East Internet Company Limited;Asia/Riyadh;;;
37.245.46.51;Bur Dubai;Dubai;AE;25.2604,55.2989;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;27690 94941;
83.110.14.19;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-14-19.alshamil.net.ae;28506 74783;
202.151.31.6;Nadi;Western;FJ;-17.8031,177.4162;AS45355 Digicel Fiji Limited;Pacific/Fiji;cpe-202-151-31-6.unwired.com.fj;;
212.107.106.134;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS34397 Middle East Internet Company Limited;Asia/Riyadh;;;
93.112.108.18;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
222.126.169.94;Shanghai;Shanghai;CN;31.2222,121.4581;AS37965 Pacnet Business Solutions LTD;Asia/Shanghai;static.user.169.126.222.zhong-ren.net;200000;
37.245.3.37;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
58.213.110.194;Nanjing;Jiangsu;CN;32.0617,118.7778;AS4134 CHINANET-BACKBONE;Asia/Shanghai;;210000;
2.88.81.99;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
222.71.112.34;Shanghai;Shanghai;CN;31.2222,121.4581;AS4812 China Telecom (Group);Asia/Shanghai;;200000;
101.69.246.202;Shanghai;Shanghai;CN;31.2222,121.4581;AS4837 CHINA UNICOM China169 Backbone;Asia/Shanghai;;200000;
51.223.84.3;Dammam;Eastern Province;SA;26.4344,50.1033;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
217.165.6.183;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-6-183.alshamil.net.ae;28506 74783;
37.245.58.246;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
83.110.76.178;Sharjah;Sharjah;AE;25.3374,55.4121;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-76-178.alshamil.net.ae;37502 99086;
69.234.214.55;Yinchuan;Ningxia;CN;38.4681,106.2731;AS135629 Ningxia West Cloud Data Technology Co.Ltd.;Asia/Shanghai;ec2-69-234-214-55.cn-northwest-1.compute.amazonaws.com.cn;750000;
203.156.199.233;Shanghai;Shanghai;CN;31.2222,121.4581;AS4812 China Telecom (Group);Asia/Shanghai;;200000;
5.195.49.167;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;;
5.195.213.154;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
176.44.65.108;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
60.170.23.82;Jiaxing;Zhejiang;CN;30.7522,120.7500;AS4134 CHINANET-BACKBONE;Asia/Shanghai;;314000;
37.224.73.169;Jeddah;Mecca Region;SA;21.4901,39.1862;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
176.205.184.17;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-176-205-184-17.alshamil.net.ae;;
37.224.35.199;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
2.88.7.217;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
95.177.174.25;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS201771 ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD;Asia/Riyadh;;;
2.50.166.68;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-166-68.alshamil.net.ae;;
144.24.219.245;Jeddah;Mecca Region;SA;21.4901,39.1862;AS31898 Oracle Corporation;Asia/Riyadh;;;
39.174.77.193;Ningbo;Zhejiang;CN;29.8782,121.5494;AS56041 China Mobile communications corporation;Asia/Shanghai;;315000;
62.32.84.86;Almaty;Almaty;KZ;43.2500,76.9167;AS43370 OBIT-telecommunications, LLC;Asia/Almaty;62-32-84-86.obit.kz;;
103.36.136.209;Shanghai;Shanghai;CN;31.2222,121.4581;AS55994 Shanghai ruisu Network Technology Co.,Ltd;Asia/Shanghai;;200000;
83.110.72.133;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-83-110-72-133.alshamil.net.ae;;
86.51.155.34;Jeddah;Mecca Region;SA;21.4901,39.1862;AS35819 Etihad Etisalat, a joint stock company;Asia/Riyadh;static-86-51-155-34.mobily.com.sa;;
212.118.107.246;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS34397 Middle East Internet Company Limited;Asia/Riyadh;;;
109.248.208.170;Kostanay;Qostanay;KZ;53.2144,63.6246;AS8200 Uplink LLC;Asia/Qostanay;;;
93.170.73.31;Almaty;Almaty;KZ;43.2500,76.9167;AS42447 EQU Technologies LLP;Asia/Almaty;;;
94.207.96.125;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
94.201.115.110;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
86.98.94.10;Bani Yas City;Abu Dhabi;AE;24.3098,54.6294;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-86-98-94-10.alshamil.net.ae;;
145.249.125.30;Almaty;Almaty;KZ;43.2500,76.9167;AS21299 Kar-Tel LLC;Asia/Almaty;;;
167.86.162.238;Dammam;Eastern Province;SA;26.4344,50.1033;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
195.229.119.166;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
87.200.9.142;Dubai;Dubai;AE;25.0772,55.3093;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;28506 74783;
86.98.21.252;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-86-98-21-252.alshamil.net.ae;28506 74783;
37.99.162.42;Jeddah;Mecca Region;SA;21.4901,39.1862;AS47794 Etihad Atheeb Telecom Company;Asia/Riyadh;37-99-162-42.static.go.com.sa;;
45.117.245.10;Suva;Central;FJ;-18.1368,178.4253;AS45355 Digicel Fiji Limited;Pacific/Fiji;cpe-45-117-245-10.unwired.com.fj;;
124.240.197.242;Port Moresby;National Capital;PG;-9.4772,147.1509;AS38009 Telikom PNG Satellite Tier 1 AS Internet Service;Pacific/Port_Moresby;;;
180.150.253.92;Port Moresby;National Capital;PG;-9.4772,147.1509;AS58460 Digicel (PNG) Ltd;Pacific/Port_Moresby;;;
5.42.237.90;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS35753 Integrated Telecom Co. Ltd;Asia/Riyadh;;;
2.50.167.40;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-167-40.alshamil.net.ae;;
27.123.190.166;Lautoka;Western;FJ;-17.6169,177.4505;AS38442 Vodafone Fiji Limited;Pacific/Fiji;;;
103.1.181.238;Suva;Central;FJ;-18.1368,178.4253;AS45355 Digicel Fiji Limited;Pacific/Fiji;;;
86.98.89.156;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-86-98-89-156.alshamil.net.ae;;
103.110.130.26;Port Moresby;National Capital;PG;-9.4772,147.1509;AS134605 Comserv PNG Ltd;Pacific/Port_Moresby;;;
103.110.130.42;Port Moresby;National Capital;PG;-9.4772,147.1509;AS134605 Comserv PNG Ltd;Pacific/Port_Moresby;;;
37.224.117.213;Jeddah;Mecca Region;SA;21.4901,39.1862;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
51.39.184.167;Jeddah;Mecca Region;SA;21.4901,39.1862;AS43766 Mobile Telecommunication Company Saudi Arabia Joint-Stock company;Asia/Riyadh;;;
88.84.112.130;Jeddah;Mecca Region;SA;21.4901,39.1862;AS42428 Gulf Computer Services Co Ldt;Asia/Riyadh;sa.zfp.com;;
37.245.35.133;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
79.170.122.44;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS43766 Mobile Telecommunication Company Saudi Arabia Joint-Stock company;Asia/Riyadh;;;
217.165.55.215;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-55-215.alshamil.net.ae;28506 74783;
2.49.203.84;Sharjah;Sharjah;AE;25.3374,55.4121;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-49-203-84.alshamil.net.ae;37502 99086;
118.200.149.126;Jurong Town;Singapore;SG;1.3342,103.7228;AS3758 SingNet;Asia/Singapore;bb118-200-149-126.singnet.com.sg;610063;
129.126.167.179;Singapore;Singapore;SG;1.2897,103.8501;AS17547 M1 NET LTD;Asia/Singapore;179.167.126.129.static.m1net.com.sg;018989;
217.165.86.92;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-86-92.alshamil.net.ae;;
51.39.187.249;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS43766 Mobile Telecommunication Company Saudi Arabia Joint-Stock company;Asia/Riyadh;;;
116.88.153.37;Singapore;Singapore;SG;1.2897,103.8501;AS55430 Starhub Ltd;Asia/Singapore;37.153.88.116.starhub.net.sg;018989;
111.223.117.86;Singapore;Singapore;SG;1.2897,103.8501;AS4657 StarHub Ltd;Asia/Singapore;111.223.117-86.unknown.starhub.net.sg;018989;
118.189.112.10;Singapore;Singapore;SG;1.2897,103.8501;AS17547 M1 NET LTD;Asia/Singapore;10.112.189.118.static.m1net.com.sg;018989;
212.12.166.102;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS29684 Nour Internet Company for Communications and Information Technology Ltd.;Asia/Riyadh;;;
5.195.213.90;Dubai;Dubai;AE;25.0772,55.3093;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;;28506 74783;
37.104.189.2;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
58.185.254.122;Singapore;Singapore;SG;1.2897,103.8501;AS3758 SingNet;Asia/Singapore;hs13f112.singnet.com.sg;018989;
37.224.51.57;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
217.165.231.19;Abu Dhabi;Abu Dhabi;AE;24.4512,54.3970;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-217-165-231-19.alshamil.net.ae;;
144.24.217.109;Jeddah;Mecca Region;SA;21.4901,39.1862;AS31898 Oracle Corporation;Asia/Riyadh;;;
2.50.158.139;Bani Yas City;Abu Dhabi;AE;24.3098,54.6294;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-158-139.alshamil.net.ae;;
203.125.97.33;Singapore;Singapore;SG;1.2897,103.8501;AS3758 SingNet;Asia/Singapore;;018989;
94.204.254.75;Discovery Gardens;Dubai;AE;25.0383,55.1458;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;11982 70805;
51.211.93.32;Jeddah;Mecca Region;SA;21.4901,39.1862;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
144.86.22.134;Dammam;Eastern Province;SA;26.4344,50.1033;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
118.200.66.92;Ang Mo Kio New Town;Singapore;SG;1.3803,103.8397;AS9506 Singtel Fibre Broadband;Asia/Singapore;bb118-200-66-92.singnet.com.sg;560104;
158.140.148.55;Woodlands;Singapore;SG;1.4380,103.7888;AS56300 MyRepublic Ltd.;Asia/Singapore;55-148-140-158.myrepublic.com.sg;730101;
203.125.206.38;Lam San Village;Singapore;SG;1.3769,103.7314;AS3758 SingNet;Asia/Singapore;;680291;
2.50.145.155;Al Ain City;Abu Dhabi;AE;24.1917,55.7606;AS5384 EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC;Asia/Dubai;bba-2-50-145-155.alshamil.net.ae;50615 27441;
82.197.60.111;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS43766 Mobile Telecommunication Company Saudi Arabia Joint-Stock company;Asia/Riyadh;;;
87.201.128.162;Warīsān;Dubai;AE;25.1674,55.4071;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;38496 84201;
87.201.245.10;Discovery Gardens;Dubai;AE;25.0383,55.1458;AS15802 Emirates Integrated Telecommunications Company PJSC;Asia/Dubai;;11982 70805;
93.112.22.55;Riyadh;Riyadh Region;SA;24.6877,46.7219;AS25019 Saudi Telecom Company JSC;Asia/Riyadh;;;
121.7.36.164;Singapore;Singapore;SG;1.2897,103.8501;AS9506 Singtel Fibre Broadband;Asia/Singapore;bb121-7-36-164.singnet.com.sg;018989;
